https://archives.bulbagarden.net/wiki/Special:FilePath/Boulder_Badge.png	src/assets/badges/gen1/Boulder_Badge.png
https://archives.bulbagarden.net/wiki/Special:FilePath/Cascade_Badge.png	src/assets/badges/gen1/Cascade_Badge.png
https://archives.bulbagarden.net/wiki/Special:FilePath/Thunder_Badge.png	src/assets/badges/gen1/Thunder_Badge.png
https://archives.bulbagarden.net/wiki/Special:FilePath/Rainbow_Badge.png	src/assets/badges/gen1/Rainbow_Badge.png
https://archives.bulbagarden.net/wiki/Special:FilePath/Soul_Badge.png	src/assets/badges/gen1/Soul_Badge.png
https://archives.bulbagarden.net/wiki/Special:FilePath/Marsh_Badge.png	src/assets/badges/gen1/Marsh_Badge.png
https://archives.bulbagarden.net/wiki/Special:FilePath/Volcano_Badge.png	src/assets/badges/gen1/Volcano_Badge.png
https://archives.bulbagarden.net/wiki/Special:FilePath/Earth_Badge.png	src/assets/badges/gen1/Earth_Badge.png
https://archives.bulbagarden.net/wiki/Special:FilePath/Zephyr_Badge.png	src/assets/badges/gen2/Zephyr_Badge.png
https://archives.bulbagarden.net/wiki/Special:FilePath/Hive_Badge.png	src/assets/badges/gen2/Hive_Badge.png
https://archives.bulbagarden.net/wiki/Special:FilePath/Plain_Badge.png	src/assets/badges/gen2/Plain_Badge.png
https://archives.bulbagarden.net/wiki/Special:FilePath/Fog_Badge.png	src/assets/badges/gen2/Fog_Badge.png
https://archives.bulbagarden.net/wiki/Special:FilePath/Storm_Badge.png	src/assets/badges/gen2/Storm_Badge.png
https://archives.bulbagarden.net/wiki/Special:FilePath/Mineral_Badge.png	src/assets/badges/gen2/Mineral_Badge.png
https://archives.bulbagarden.net/wiki/Special:FilePath/Glacier_Badge.png	src/assets/badges/gen2/Glacier_Badge.png
https://archives.bulbagarden.net/wiki/Special:FilePath/Rising_Badge.png	src/assets/badges/gen2/Rising_Badge.png
https://archives.bulbagarden.net/wiki/Special:FilePath/Stone_Badge.png	src/assets/badges/gen3/Stone_Badge.png
https://archives.bulbagarden.net/wiki/Special:FilePath/Knuckle_Badge.png	src/assets/badges/gen3/Knuckle_Badge.png
https://archives.bulbagarden.net/wiki/Special:FilePath/Dynamo_Badge.png	src/assets/badges/gen3/Dynamo_Badge.png
https://archives.bulbagarden.net/wiki/Special:FilePath/Heat_Badge.png	src/assets/badges/gen3/Heat_Badge.png
https://archives.bulbagarden.net/wiki/Special:FilePath/Balance_Badge.png	src/assets/badges/gen3/Balance_Badge.png
https://archives.bulbagarden.net/wiki/Special:FilePath/Feather_Badge.png	src/assets/badges/gen3/Feather_Badge.png
https://archives.bulbagarden.net/wiki/Special:FilePath/Mind_Badge.png	src/assets/badges/gen3/Mind_Badge.png
https://archives.bulbagarden.net/wiki/Special:FilePath/Rain_Badge.png	src/assets/badges/gen3/Rain_Badge.png
https://archives.bulbagarden.net/wiki/Special:FilePath/Coal_Badge.png	src/assets/badges/gen4/Coal_Badge.png
https://archives.bulbagarden.net/wiki/Special:FilePath/Forest_Badge.png	src/assets/badges/gen4/Forest_Badge.png
https://archives.bulbagarden.net/wiki/Special:FilePath/Cobble_Badge.png	src/assets/badges/gen4/Cobble_Badge.png
https://archives.bulbagarden.net/wiki/Special:FilePath/Fen_Badge.png	src/assets/badges/gen4/Fen_Badge.png
https://archives.bulbagarden.net/wiki/Special:FilePath/Relic_Badge.png	src/assets/badges/gen4/Relic_Badge.png
https://archives.bulbagarden.net/wiki/Special:FilePath/Mine_Badge.png	src/assets/badges/gen4/Mine_Badge.png
https://archives.bulbagarden.net/wiki/Special:FilePath/Icicle_Badge.png	src/assets/badges/gen4/Icicle_Badge.png
https://archives.bulbagarden.net/wiki/Special:FilePath/Beacon_Badge.png	src/assets/badges/gen4/Beacon_Badge.png
https://archives.bulbagarden.net/wiki/Special:FilePath/Trio_Badge.png	src/assets/badges/gen5/Trio_Badge.png
https://archives.bulbagarden.net/wiki/Special:FilePath/Basic_Badge.png	src/assets/badges/gen5/Basic_Badge.png
https://archives.bulbagarden.net/wiki/Special:FilePath/Insect_Badge.png	src/assets/badges/gen5/Insect_Badge.png
https://archives.bulbagarden.net/wiki/Special:FilePath/Bolt_Badge.png	src/assets/badges/gen5/Bolt_Badge.png
https://archives.bulbagarden.net/wiki/Special:FilePath/Quake_Badge.png	src/assets/badges/gen5/Quake_Badge.png
https://archives.bulbagarden.net/wiki/Special:FilePath/Jet_Badge.png	src/assets/badges/gen5/Jet_Badge.png
https://archives.bulbagarden.net/wiki/Special:FilePath/Freeze_Badge.png	src/assets/badges/gen5/Freeze_Badge.png
https://archives.bulbagarden.net/wiki/Special:FilePath/Legend_Badge.png	src/assets/badges/gen5/Legend_Badge.png
https://archives.bulbagarden.net/wiki/Special:FilePath/Bug_Badge.png	src/assets/badges/gen6/Bug_Badge.png
https://archives.bulbagarden.net/wiki/Special:FilePath/Cliff_Badge.png	src/assets/badges/gen6/Cliff_Badge.png
https://archives.bulbagarden.net/wiki/Special:FilePath/Rumble_Badge.png	src/assets/badges/gen6/Rumble_Badge.png
https://archives.bulbagarden.net/wiki/Special:FilePath/Plant_Badge.png	src/assets/badges/gen6/Plant_Badge.png
https://archives.bulbagarden.net/wiki/Special:FilePath/Voltage_Badge.png	src/assets/badges/gen6/Voltage_Badge.png
https://archives.bulbagarden.net/wiki/Special:FilePath/Fairy_Badge.png	src/assets/badges/gen6/Fairy_Badge.png
https://archives.bulbagarden.net/wiki/Special:FilePath/Psychic_Badge.png	src/assets/badges/gen6/Psychic_Badge.png
https://archives.bulbagarden.net/wiki/Special:FilePath/Iceberg_Badge.png	src/assets/badges/gen6/Iceberg_Badge.png
https://archives.bulbagarden.net/media/upload/f/f0/Dream_Normalium_Z_Sprite.png	src/assets/badges/gen7/Dream_Normalium_Z_Sprite.png
https://archives.bulbagarden.net/media/upload/0/08/Dream_Fightinium_Z_Sprite.png	src/assets/badges/gen7/Dream_Fightinium_Z_Sprite.png
https://archives.bulbagarden.net/media/upload/e/ee/Dream_Waterium_Z_Sprite.png	src/assets/badges/gen7/Dream_Waterium_Z_Sprite.png
https://archives.bulbagarden.net/media/upload/f/f1/Dream_Firium_Z_Sprite.png	src/assets/badges/gen7/Dream_Firium_Z_Sprite.png
https://archives.bulbagarden.net/media/upload/d/d7/Dream_Grassium_Z_Sprite.png	src/assets/badges/gen7/Dream_Grassium_Z_Sprite.png
https://archives.bulbagarden.net/media/upload/9/9b/Dream_Rockium_Z_Sprite.png	src/assets/badges/gen7/Dream_Rockium_Z_Sprite.png
https://archives.bulbagarden.net/media/upload/e/e4/Dream_Electrium_Z_Sprite.png	src/assets/badges/gen7/Dream_Electrium_Z_Sprite.png
https://archives.bulbagarden.net/media/upload/d/d1/Dream_Ghostium_Z_Sprite.png	src/assets/badges/gen7/Dream_Ghostium_Z_Sprite.png
https://archives.bulbagarden.net/media/upload/1/1e/Dream_Darkinium_Z_Sprite.png	src/assets/badges/gen7/Dream_Darkinium_Z_Sprite.png
https://archives.bulbagarden.net/media/upload/b/b7/Dream_Fairium_Z_Sprite.png	src/assets/badges/gen7/Dream_Fairium_Z_Sprite.png
https://archives.bulbagarden.net/media/upload/7/7e/Dream_Groundium_Z_Sprite.png	src/assets/badges/gen7/Dream_Groundium_Z_Sprite.png
https://archives.bulbagarden.net/wiki/Special:FilePath/Grass_Badge.png	src/assets/badges/gen8/Grass_Badge.png
https://archives.bulbagarden.net/wiki/Special:FilePath/Water_Badge.png	src/assets/badges/gen8/Water_Badge.png
